0.016,-0.000000,1.000000,0.000000,-0.001002
0.037,-0.000000,1.000000,0.000000,-0.001002
0.069,-0.000000,1.000000,0.000000,-0.001002
0.083,-0.000000,1.000000,0.000000,-0.001002
0.110,-0.000000,1.000000,0.000000,-0.001002
0.137,-0.000000,1.000000,0.000000,-0.001002
0.148,-0.000000,1.000000,0.000000,-0.001002
0.184,-0.000000,1.000000,0.000000,-0.001002
0.191,-0.000000,1.000000,0.000000,-0.001002
0.225,-0.000000,1.000000,0.000000,-0.001002
0.264,-0.000000,1.000000,0.000000,-0.001002
0.275,-0.000000,1.000000,0.000000,-0.001002
0.290,-0.000000,1.000000,0.000000,-0.001002
0.320,-0.000000,1.000000,0.000000,-0.001002
0.344,-0.000000,1.000000,0.000000,-0.001002
0.367,-0.000000,1.000000,0.000000,-0.001002
0.389,-0.000000,1.000000,0.000000,-0.001002
0.412,-0.000000,1.000000,0.000000,-0.001002
0.436,-0.000000,1.000000,0.000000,-0.001002
0.458,-0.000000,1.000000,0.000000,-0.001002
0.480,-0.000000,1.000000,0.000000,-0.001002
0.503,-0.000000,1.000000,0.000000,-0.001002
0.521,-0.000000,1.000000,0.000000,-0.001002
0.542,-0.000000,1.000000,0.000000,-0.001002
0.572,-0.000000,1.000000,0.000000,-0.001002
0.591,-0.000000,1.000000,0.000000,-0.001002
0.619,-0.000000,1.000000,0.000000,-0.001002
0.641,-0.000000,1.000000,0.000000,-0.001002
0.663,-0.000000,1.000000,0.000000,-0.001002
0.687,-0.000000,1.000000,0.000000,-0.001002
0.709,-0.000000,1.000000,0.000000,-0.001002
0.731,-0.000000,1.000000,0.000000,-0.001002
0.754,-0.000000,1.000000,0.000000,-0.001002
0.778,-0.000000,1.000000,0.000000,-0.001002
0.801,-0.000001,1.000000,0.000000,-0.001002
0.818,-0.000001,1.000000,0.000000,-0.001002
0.847,-0.000001,1.000000,0.000000,-0.001002
0.869,-0.000001,1.000000,0.000000,-0.001002
0.891,-0.000001,1.000000,0.000000,-0.001002
0.914,-0.000001,1.000000,0.000000,-0.001002
0.938,-0.000001,1.000000,0.000000,-0.001002
0.961,-0.000001,1.000000,0.000000,-0.001002
0.984,-0.000001,1.000000,0.000000,-0.001002
0.986,-0.000001,1.000000,0.000000,-0.001002
1.030,-0.000001,1.000000,0.000000,-0.001002
1.053,-0.000001,1.000000,0.000000,-0.001002
1.076,-0.000001,1.000000,0.000000,-0.001002
1.085,-0.000001,1.000000,0.000000,-0.001002
1.121,-0.000001,1.000000,0.000000,-0.001002
1.145,-0.000001,1.000000,0.000000,-0.001002
1.167,-0.000001,1.000000,0.000000,-0.001002
1.190,-0.000001,1.000000,0.000000,-0.001002
1.213,-0.000001,1.000000,0.000000,-0.001002
1.236,-0.000001,1.000000,0.000000,-0.001002
1.259,-0.000001,1.000000,0.000000,-0.001002
